Publisher Name,Publisher Registry Id,Version (with valid data),Reporting-Org (with valid data),Iati-identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting-Org (with any data),Iati-identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Centre for Migration Policy Development,icmpd,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Centre of Insect Physiology and Ecology (icipe),icipe,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Child Development Initiatives,icdi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Climate Initiative / BMU - IKI Secretariat,bmu_iki,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
International Committee of the Red Cross (ICRC),icrc,100,100,100,81,100,99,100,100,63,96,94,100,100,100,100,100,99,100,100,98,96,99
International Council of Voluntary Agencies,icva,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Crisis Group,crisisgroup,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Development Law Organization (IDLO),idlo,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
INTERNATIONAL DISABILITY ALLIANCE,ida,100,100,100,67,100,100,100,100,100,67,93,100,100,100,100,100,100,100,100,100,67,97
International Federation of Accountants,ifac,100,100,100,100,100,100,100,100,40,100,94,100,100,100,100,100,100,100,100,100,100,100
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,100,100,100,58,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100
International Fertilizer Development Center,ifdc-us,100,100,100,100,100,100,100,100,88,100,99,100,100,100,100,100,100,100,100,88,100,99
International Finance Corporation,ifcwbg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Food Policy Research Institute,ifpri,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
International Fund for Agricultural Development (IFAD),ifad,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International IDEA,idea,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
International Indigenous Women Forum,fimi_iiwf_2019,100,100,100,80,100,100,100,100,100,60,94,100,100,100,100,100,100,100,100,100,100,100
International Initiative for Impact Evaluation,3ie,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Institute for Environment and Development,iied,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Labour Organization (ILO),ilo,100,100,100,100,100,81,100,100,100,100,98,100,100,100,100,100,81,100,100,100,100,98
International Media Support,ims,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Medical Corps UK,imc_uk,100,100,100,75,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
International Monetary Fund,imf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Network for Advancing Science and Policy,inasp,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Network for Bamboo and Rattan (INBAR),inbar,100,100,100,49,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
International Network of People who Use Drugs (INPUD),inpud_admin,100,100,88,50,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
International NGO Safety Orgnisation,inso,100,100,100,33,100,100,100,100,100,67,90,100,100,100,100,100,100,100,100,100,67,97
International Organization for Migration (IOM),iom,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Planned Parenthood Federation,ippf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Potato Center,cip,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Primary Care Respiratory Group,ipcrg,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Procurement Agency,ipa,100,100,100,100,100,100,100,100,88,100,99,100,100,100,100,100,100,100,100,88,100,99
International Rescue Committee UK,irc_uk,100,100,100,91,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
International Service,unais,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Trade Centre (ITC),itc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Treatment Preparedness Coalition (ITPC),itpc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Union for Conservation of Nature and Natural Resources,iucn,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Women's Development Agency,iwda,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
International Youth Alliance for Family Planning,iyafp,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Internews Europe,ieu,100,100,100,67,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
Interpeace,interpeace,100,100,100,90,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
INTERSOS Onlus,intersos_main,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
INTOSAI Development Initiative,idi,100,100,100,100,100,100,100,100,100,75,98,100,100,100,100,100,100,100,100,100,100,100
INTRAC,intrac,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
IntraHealth International,intrahealth,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
InvestInternational,investinternational,100,100,100,100,100,99,100,100,31,95,92,100,100,100,100,100,99,100,100,98,95,99
IOD PARC,iodparc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
iPartner India,ip-india,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Ipas,ipas,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
IPE Global Limited,ipeglobal,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Iraq Foundation,iraq_foundation,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
IRC,irc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Ireland - Department of Foreign Affairs,irishaid,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
IREX (International Research and Exchange Board),irex,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Iringa Development of Youth, Disabled and Children Care",idydc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Irise International,irise_int,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Irrawaddy Policy Exchange,ipe,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Islamic Relief Worldwide,irw,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
IT for Change,itforchange,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Itad,itad,100,100,100,17,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100
ITECO - Centre de formation pour le développement,iteco,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
IUCN Nederlands Comité,iucn_nl,100,100,100,40,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
Japan International Cooperation Agency (JICA),jica,100,100,100,100,76,33,100,0,98,98,80,100,100,100,100,76,33,100,100,98,98,90
Jeevika Trust,jeevika_trust,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Jinja district union of persons with disabilities,jidu2021,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Johns Hopkins University,gi-jhu,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Jordan Open Source Association,josa,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Jordan River Foundation,jrf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Joshua Orphan and Community Care,jocc_uk,100,100,100,100,100,100,100,100,0,100,90,100,100,100,100,100,100,100,100,100,100,100
JoWomenomics,jowomenomics,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Just Associates,jass,100,100,100,38,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
Justice For All Prison Fellowship Ethiopia,jfa-pfe,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Kadaster International,kad,100,50,50,0,50,50,100,50,100,75,62,100,50,100,100,50,50,100,100,100,100,85
Karuna Mission Social Solidarity - KMSS,kmss,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Karuna Trust,karuna,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kathmandu Medical College Public Limited,kmc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Kenya Community Development Foundation,kcdf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kenya National Commission on Human Rights,knchr,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Kenya Private Sector Alliance,kepsa,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kepa ry,kepa,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Kerk in Actie,kerk_in_actie,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kesho Kenya,kesho_kenya,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
kidasha,kidasha,100,100,100,100,100,100,100,100,0,100,90,100,100,100,100,100,100,100,100,100,100,100
King Hussein Foundation,khf,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
King Salman Humanitarian Aid and Relief Centre,ksrelief291,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
King's College London,kingscollegelondon,100,100,67,100,100,100,100,100,67,100,93,100,100,100,100,100,100,100,100,100,100,100
Kisumu Medical and Education Trust,kmet,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
KITUO CHA SHERIA,kituo,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
KIYO,kiyo,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
KPMG East Africa,kpmgea,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
KPMG LLP,kpmgllp,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Kvinna till Kvinna,ktk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
KwaAfrica,kwaafrica,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Kyiv School of Economics and Management,kse,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
LAMB Health Care Foundation,lhcf,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Land Equity International,lei,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Landell Mills,landell-mills,100,100,100,100,100,100,100,100,100,50,95,100,100,100,100,100,100,100,100,100,100,100
Larive International,larive,100,100,100,12,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Le Monde selon les femmes asbl,mondefemmes,100,100,100,56,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100
LEAD International,lead_international,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Leaders of Tomorrow,sqf,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Learning for Life,learningforlife,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Legal Action Worldwide,law,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lemann Foundation,lemann,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Leonard Cheshire Disability,lcd_admin,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lepra,lepra,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Light Castle Partners,lcp,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Light For The World Belgium,lftw-be,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Light for the World International,lftw-int,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Link Community Development International,lcdi_admin,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Link Community Development Scotland,lcds,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Lively Minds,livelyminds,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Liverpool School of Tropical Medicine,lstm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Living Earth Foundation,livingearth12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
living peace institute,lpi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
LIWA programme trust,liwa-admin,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Local Development and Small Projects Support,ldsps,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
London Business School,lbs,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
London School of Economics and Political Science,lse,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
London School of Hygiene and Tropical Medicine,lshtm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Loughborough University,lboro,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Louvain Coopération,lc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
LTS International Limited,lts,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Luminate Foundation Inc.,luminate,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
M&C Saatchi,mcs_new,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Maastricht School of Management,msm-ipd,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
MADE in Europe,mie-1134415,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
MAG,mag,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Mainline,mainline,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Makerere University School of Public Health,maksph,100,100,92,8,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Malaria Consortium,malariaconsortium,100,100,100,40,100,100,100,96,100,100,94,100,100,100,61,100,100,100,100,100,100,96
Mama Cash,mamac,100,100,100,60,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100
MAMTA - Health Institute for Mother and Child,mamta_himc,100,100,100,0,100,100,100,100,100,100,90,100,100,100,0,100,100,100,100,100,100,90
Mango Tree Property Management LTD,mangotree,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
MannionDaniels,manniondaniels,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
MapAction,mapaction,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
marysmeals,marysmeals,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mastercard Foundation,mastercard-foundation,100,100,100,0,100,100,100,100,100,78,88,100,100,100,100,100,100,100,100,100,78,98
Max Foundation,max-foundation,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Maxwell Stamp PLC,mstamp,100,100,100,100,100,100,100,100,67,100,97,100,100,100,100,100,100,100,100,100,100,100
McKinsey & Company,mck,100,100,100,75,100,100,100,100,100,75,95,100,100,100,100,100,100,100,100,100,75,98
McKinsey Development Partners,mdp,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,0,90
MDF Global,mdf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
MedAccess Guarantee Limited,medaccess,100,100,100,0,100,100,100,100,100,0,80,100,100,100,100,100,100,100,100,100,0,90
Medair,medair,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Medecins du Monde France,mdm-fr,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Media Development Investment Fund,mdif,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
MedicineAfrica Ltd.,medafrica,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Medicos del Mundo,mdm_spain,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Memisa,memisa,100,100,100,22,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100
Meningitis Research Foundation,mrf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Mensen met een Missie,mm1,100,100,100,45,100,95,100,100,100,100,94,100,100,100,100,100,95,100,100,100,100,100
Mercy Corps Europe,mce,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mercy Corps Global,mcg,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Mercy Corps Netherlands,mcn,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Mercy Ships UK Limited,msuk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Mercy-USA for Aid and Development,mercy-usa,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
MICAIA,mic-uk,100,100,100,0,100,100,100,100,0,100,80,100,100,100,100,100,100,100,100,0,100,90
Micaia Foundation,micfound,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Micro Insurance Academy,mia_india,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
MicroLoan Foundation,mlf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Miel Maya Honing asbl,mmha,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Mifumi UK,mifumi_uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Milieudefensie,foenl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Millennium Challenge Corporation,millenniumchallenge,100,100,100,100,100,100,100,100,54,100,95,100,100,100,100,100,100,100,100,54,100,95
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Ministry of Foreign Affairs of  Japan,mofa-jpn,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,100,100,100,0,100,100,100,100,100,82,88,100,100,100,100,100,100,100,100,100,82,98
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Minority Rights Group,mrg,100,100,100,40,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,100,100
Mission Øst,missioneast,100,100,100,100,100,67,100,100,0,0,77,100,100,100,100,100,67,100,100,0,0,77
Mondiaal FNV,mondiaalfnv,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Montrose International LLP,montrose_llp,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
mothers2mothers,m2m_sa,100,100,100,100,100,100,100,100,0,0,80,100,100,100,100,100,100,100,100,0,100,90
Motivation,motivation,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mott MacDonald Limited,mml,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
MSI Reproductive Choices,msi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mukisa Foundation,mukisa_foundation,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mulanje Mission Hospital,mmh,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Multilateral Investment Fund,fomin,100,100,100,100,100,100,100,70,100,100,97,100,100,100,100,100,100,100,100,100,100,100
Musalaha Ministry of Reconciliation,mmr_admin2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Musawah Global Vision Berhad,musawah,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Muslim Aid,muslimaid,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
MVO Nederland,mvo_nederland,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Mwatana for Human Rights,mwatana,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mzumbe University,m_u,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Médecins Sans Vacances,msv,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Namati, Inc",namati_inc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Nathan Associates London Ltd.,nathan,100,100,100,73,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100
National Coalition of Human Rights Defenders - Kenya,nchrdk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
National Union of Women With Disabilities of Uganda,nuwodu,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Natural Justice,nj_1,100,100,100,88,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
"Natural Resources Institute, University of Greenwich.",nri,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Nature and Development Foundation,ndf_fgm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Near East Foundation (NEF USA),nef_usa,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Near East Foundation Mali (NEF Mali),nef_mali,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Near East Foundation UK (NEF UK),nef-uk,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Neem Foundation,neem,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Nepal Disabled Human Rights Center,dhrc_nepal,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Nepal Netra Jyoti Sangh,nnjs_nepal,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands Commission for Environmental Assessment,ncea,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands Enterprise Agency (RVO),rvo,100,100,100,100,100,100,100,100,42,100,94,100,100,100,100,100,100,100,100,100,100,100
Netherlands Food Partnership,nfp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,100,100,100,7,100,0,100,100,100,100,81,100,100,100,100,100,0,100,100,100,100,90
Netherlands Organisation for Scientific Research (NWO),nwo,100,100,100,67,100,100,100,100,100,67,93,100,100,100,100,100,100,100,100,100,67,97
Netherlands Red Cross,nlrc,100,100,100,74,100,100,100,100,89,99,96,100,100,100,100,100,100,100,100,89,99,99
Netherlands Space Office,nso,100,100,100,100,100,100,100,100,100,50,95,100,100,100,100,100,100,100,100,100,50,95
Netherlands Water Partnership,nwp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Network for Africa,network4africa,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Network For Enterprise Enhancement and Development Support,needs,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
New York University,nyu,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
